,year,biomass,Index,forecast_round
0,2018,0.4294892,67,0.4295
0,2018,0.19003333,68,0.19
0,2018,8.300411,69,8.3004
0,2018,87.967926,70,87.9679
0,2018,119.702805,71,119.7028
0,2018,118.34672,72,118.3467
0,2018,97.11608,73,97.1161
0,2018,127.80358,74,127.8036
0,2018,128.35774,75,128.3577
0,2018,81.65985,76,81.6599
0,2018,86.95412,77,86.9541
0,2018,149.92908,78,149.9291
0,2018,150.35936,79,150.3594
0,2018,81.06048,80,81.0605
0,2018,32.084007,81,32.084
0,2018,46.845528,82,46.8455
0,2018,20.182577,83,20.1826
0,2018,56.670856,84,56.6709
0,2018,53.597332,85,53.5973
0,2018,5.407402,86,5.4074
0,2018,30.59454,87,30.5945
0,2018,47.68688,88,47.6869
0,2018,9.72754,89,9.7275
0,2018,0.11716157,90,0.1172
0,2018,1.7589401,91,1.7589
0,2018,64.5041,92,64.5041
0,2018,117.10047,93,117.1005
0,2018,108.807304,94,108.8073
0,2018,86.0979,95,86.0979
0,2018,99.20482,96,99.2048
0,2018,125.39763,97,125.3976
0,2018,118.45634,98,118.4563
0,2018,131.147,99,131.147
0,2018,87.91479,100,87.9148
0,2018,159.72063,101,159.7206
0,2018,140.17035,102,140.1704
0,2018,93.11639,103,93.1164
0,2018,93.5471,104,93.5471
0,2018,122.40489,105,122.4049
0,2018,88.94175,106,88.9418
0,2018,62.148323,107,62.1483
0,2018,8.711046,108,8.711
0,2018,7.871696,109,7.8717
0,2018,2.6832078,110,2.6832
0,2018,8.01911,111,8.0191
0,2018,2.2960002,112,2.296
0,2018,29.52301,113,29.523
0,2018,19.091898,114,19.0919
0,2018,1.495361,115,1.4954
0,2018,0.023146516,116,0.0231
0,2018,0.3942646,117,0.3943
0,2018,42.91124,118,42.9112
0,2018,66.5437,119,66.5437
0,2018,70.869446,120,70.8694
0,2018,90.38938,121,90.3894
0,2018,165.11845,122,165.1185
0,2018,194.49454,123,194.4945
0,2018,144.66782,124,144.6678
0,2018,94.655235,125,94.6552
0,2018,93.46352,126,93.4635
0,2018,100.392944,127,100.3929
0,2018,120.82254,128,120.8225
0,2018,120.79732,129,120.7973
0,2018,171.5118,130,171.5118
0,2018,78.31673,131,78.3167
0,2018,93.83088,132,93.8309
0,2018,110.80109,133,110.8011
0,2018,42.61449,134,42.6145
0,2018,32.08159,135,32.0816
0,2018,8.967655,136,8.9677
0,2018,5.145925,137,5.1459
0,2018,18.848007,138,18.848
0,2018,37.89604,139,37.896
0,2018,9.551918,140,9.5519
0,2018,1.6278008,141,1.6278
0,2018,0.17950134,142,0.1795
0,2018,19.48952,143,19.4895
0,2018,45.954567,144,45.9546
0,2018,75.49216,145,75.4922
0,2018,121.66438,146,121.6644
0,2018,156.44177,147,156.4418
0,2018,106.947975,148,106.948
0,2018,94.73674,149,94.7367
0,2018,76.53451,150,76.5345
0,2018,83.29032,151,83.2903
0,2018,131.52696,152,131.527
0,2018,111.20917,153,111.2092
0,2018,97.296455,154,97.2965
0,2018,127.28964,155,127.2896
0,2018,116.07721,156,116.0772
0,2018,97.85232,157,97.8523
0,2018,146.67795,158,146.678
0,2018,92.452934,159,92.4529
0,2018,32.29015,160,32.2902
0,2018,7.075845,161,7.0758
0,2018,11.178686,162,11.1787
0,2018,66.17432,163,66.1743
0,2018,170.37842,164,170.3784
0,2018,63.670765,165,63.6708
0,2018,32.14594,166,32.1459
0,2018,0.15619269,167,0.1562
0,2018,0.30750534,168,0.3075
0,2018,20.026014,169,20.026
0,2018,74.038994,170,74.039
0,2018,86.88655,171,86.8866
0,2018,70.98725,172,70.9873
0,2018,152.32112,173,152.3211
0,2018,98.34388,174,98.3439
0,2018,97.707504,175,97.7075
0,2018,95.881195,176,95.8812
0,2018,111.542534,177,111.5425
0,2018,165.13937,178,165.1394
0,2018,154.44019,179,154.4402
0,2018,209.56963,180,209.5696
0,2018,132.65665,181,132.6567
0,2018,83.39848,182,83.3985
0,2018,86.023224,183,86.0232
0,2018,72.07203,184,72.072
0,2018,68.82553,185,68.8255
0,2018,62.698654,186,62.6987
0,2018,49.266544,187,49.2665
0,2018,12.839565,188,12.8396
0,2018,71.04236,189,71.0424
0,2018,178.63274,190,178.6327
0,2018,167.88152,191,167.8815
0,2018,53.861862,192,53.8619
0,2018,19.86001,193,19.86
0,2018,2.919623,194,2.9196
0,2018,1.0163735,195,1.0164
0,2018,0.46308845,196,0.4631
0,2018,2.9331465,197,2.9331
0,2018,2.2250545,198,2.2251
0,2018,7.5903873,199,7.5904
0,2018,15.115925,200,15.1159
0,2018,16.867243,201,16.8672
0,2018,2.6417274,202,2.6417
0,2018,0.012911021,203,0.0129
0,2018,0.020466644,204,0.0205
0,2018,0.007203256,205,0.0072
0,2018,0.21237582,206,0.2124
0,2018,1.4182788,207,1.4183
0,2018,53.794987,208,53.795
0,2018,61.855896,209,61.8559
0,2018,46.344265,210,46.3443
0,2018,74.21607,211,74.2161
0,2018,194.2985,212,194.2985
0,2018,118.58975,213,118.5898
0,2018,66.44668,214,66.4467
0,2018,53.329506,215,53.3295
0,2018,89.06588,216,89.0659
0,2018,93.41233,217,93.4123
0,2018,159.69408,218,159.6941
0,2018,183.66985,219,183.6699
0,2018,149.86201,220,149.862
0,2018,128.42993,221,128.4299
0,2018,150.72466,222,150.7247
0,2018,145.5166,223,145.5166
0,2018,128.52054,224,128.5205
0,2018,166.95268,225,166.9527
0,2018,119.66671,226,119.6667
0,2018,105.04675,227,105.0468
0,2018,154.25478,228,154.2548
0,2018,274.7578,229,274.7578
0,2018,277.77502,230,277.775
0,2018,61.565693,231,61.5657
0,2018,17.537407,232,17.5374
0,2018,15.900646,233,15.9006
0,2018,9.694995,234,9.695
0,2018,1.5895946,235,1.5896
0,2018,9.10071,236,9.1007
0,2018,21.636335,237,21.6363
0,2018,10.254263,238,10.2543
0,2018,9.49318,239,9.4932
0,2018,16.266266,240,16.2663
0,2018,89.60251,241,89.6025
0,2018,41.619415,242,41.6194
0,2018,2.4247243,243,2.4247
0,2018,0.5834788,244,0.5835
0,2018,0.05614172,245,0.0561
0,2018,2.4375324,246,2.4375
0,2018,2.5379763,247,2.538
0,2018,11.806516,248,11.8065
0,2018,75.36285,249,75.3629
0,2018,58.724644,250,58.7246
0,2018,97.64001,251,97.64
0,2018,117.49377,252,117.4938
0,2018,119.63156,253,119.6316
0,2018,133.55711,254,133.5571
0,2018,84.32525,255,84.3253
0,2018,111.13638,256,111.1364
0,2018,186.11307,257,186.1131
0,2018,128.93434,258,128.9343
0,2018,146.0575,259,146.0575
0,2018,196.9058,260,196.9058
0,2018,163.20203,261,163.202
0,2018,151.9188,262,151.9188
0,2018,205.34387,263,205.3439
0,2018,116.489235,264,116.4892
0,2018,123.54697,265,123.547
0,2018,199.55962,266,199.5596
0,2018,122.34913,267,122.3491
0,2018,286.2533,268,286.2533
0,2018,215.19936,269,215.1994
0,2018,174.3874,270,174.3874
0,2018,242.18225,271,242.1823
0,2018,171.05942,272,171.0594
0,2018,36.399612,273,36.3996
0,2018,44.762028,274,44.762
0,2018,10.021151,275,10.0212
0,2018,0.000648986,276,0.0006
0,2018,1.4156704,277,1.4157
0,2018,6.418701,278,6.4187
0,2018,1.5009168,279,1.5009
0,2018,0.11696391,280,0.117
0,2018,0.001697251,281,0.0017
0,2018,13.747175,282,13.7472
0,2018,18.793818,283,18.7938
0,2018,6.951924,284,6.9519
0,2018,0.16228409,285,0.1623
0,2018,19.146988,286,19.147
0,2018,28.510597,287,28.5106
0,2018,15.284832,288,15.2848
0,2018,11.744676,289,11.7447
0,2018,8.824601,290,8.8246
0,2018,64.51977,291,64.5198
0,2018,119.84712,292,119.8471
0,2018,81.02697,293,81.027
0,2018,116.19974,294,116.1997
0,2018,122.88596,295,122.886
0,2018,195.05228,296,195.0523
0,2018,208.59247,297,208.5925
0,2018,145.59709,298,145.5971
0,2018,171.92772,299,171.9277
0,2018,208.94974,300,208.9497
0,2018,230.70795,301,230.708
0,2018,176.08478,302,176.0848
0,2018,244.4918,303,244.4918
0,2018,154.7165,304,154.7165
0,2018,167.72606,305,167.7261
0,2018,138.43414,306,138.4341
0,2018,226.77837,307,226.7784
0,2018,192.74263,308,192.7426
0,2018,377.20142,309,377.2014
0,2018,271.49875,310,271.4988
0,2018,145.13737,311,145.1374
0,2018,80.573,312,80.573
0,2018,108.55182,313,108.5518
0,2018,93.16039,314,93.1604
0,2018,13.780049,315,13.78
0,2018,0.35657355,316,0.3566
0,2018,0.55442005,317,0.5544
0,2018,0.5984031,318,0.5984
0,2018,5.9264245,319,5.9264
0,2018,7.777419,320,7.7774
0,2018,5.904766,321,5.9048
0,2018,8.05274,322,8.0527
0,2018,48.513134,323,48.5131
0,2018,70.48063,324,70.4806
0,2018,27.956665,325,27.9567
0,2018,0.5399111,326,0.5399
0,2018,0.007821929,327,0.0078
0,2018,0.7497808,328,0.7498
0,2018,0.47400188,329,0.474
0,2018,0.028438196,330,0.0284
0,2018,2.0674343,331,2.0674
0,2018,9.142898,332,9.1429
0,2018,84.622,333,84.622
0,2018,111.621475,334,111.6215
0,2018,74.68756,335,74.6876
0,2018,166.45375,336,166.4538
0,2018,226.98787,337,226.9879
0,2018,181.23543,338,181.2354
0,2018,182.68542,339,182.6854
0,2018,244.03088,340,244.0309
0,2018,275.0378,341,275.0378
0,2018,190.70743,342,190.7074
0,2018,148.51187,343,148.5119
0,2018,151.87488,344,151.8749
0,2018,207.68925,345,207.6893
0,2018,111.33252,346,111.3325
0,2018,222.20488,347,222.2049
0,2018,238.88747,348,238.8875
0,2018,258.72037,349,258.7204
0,2018,146.29224,350,146.2922
0,2018,291.73044,351,291.7304
0,2018,235.04604,352,235.046
0,2018,73.99923,353,73.9992
0,2018,25.73926,354,25.7393
0,2018,140.6908,355,140.6908
0,2018,168.4281,356,168.4281
0,2018,30.748423,357,30.7484
0,2018,19.624903,358,19.6249
0,2018,0.16957346,359,0.1696
0,2018,0.094568826,360,0.0946
0,2018,0.07764883,361,0.0776
0,2018,0.7040595,362,0.7041
0,2018,1.3459693,363,1.346
0,2018,7.905598,364,7.9056
0,2018,10.525287,365,10.5253
0,2018,2.5422726,366,2.5423
0,2018,34.03673,367,34.0367
0,2018,89.63042,368,89.6304
0,2018,62.454113,369,62.4541
0,2018,18.782518,370,18.7825
0,2018,35.92706,371,35.9271
0,2018,17.06321,372,17.0632
0,2018,2.4859722,373,2.486
0,2018,1.2284538,374,1.2285
0,2018,21.102081,375,21.1021
0,2018,82.87845,376,82.8785
0,2018,92.52093,377,92.5209
0,2018,114.22939,378,114.2294
0,2018,130.90846,379,130.9085
0,2018,296.42117,380,296.4212
0,2018,161.22795,381,161.228
0,2018,101.65514,382,101.6551
0,2018,132.18282,383,132.1828
0,2018,122.956825,384,122.9568
0,2018,140.72606,385,140.7261
0,2018,122.83133,386,122.8313
0,2018,113.24304,387,113.243
0,2018,178.02179,388,178.0218
0,2018,189.63412,389,189.6341
0,2018,181.90642,390,181.9064
0,2018,187.05139,391,187.0514
0,2018,120.94048,392,120.9405
0,2018,172.71274,393,172.7127
0,2018,267.50293,394,267.5029
0,2018,129.92267,395,129.9227
0,2018,293.15726,396,293.1573
0,2018,91.98986,397,91.9899
0,2018,78.72021,398,78.7202
0,2018,100.72074,399,100.7207
0,2018,62.383823,400,62.3838
0,2018,135.27376,401,135.2738
0,2018,17.799084,402,17.7991
0,2018,2.6984262,403,2.6984
0,2018,0.49978155,404,0.4998
0,2018,1.0571456,405,1.0571
0,2018,0.06191857,406,0.0619
0,2018,3.1748126,407,3.1748
0,2018,2.3942022,408,2.3942
0,2018,3.8662448,409,3.8662
0,2018,6.6291895,410,6.6292
0,2018,5.570696,411,5.5707
0,2018,0.88264906,412,0.8826
0,2018,0.6856099,413,0.6856
0,2018,0.008575636,414,0.0086
0,2018,0.13091563,415,0.1309
0,2018,34.774403,416,34.7744
0,2018,60.755154,417,60.7552
0,2018,89.73649,418,89.7365
0,2018,39.663334,419,39.6633
0,2018,14.770528,420,14.7705
0,2018,22.88263,421,22.8826
0,2018,46.00667,422,46.0067
0,2018,14.262371,423,14.2624
0,2018,4.38564,424,4.3856
0,2018,2.465783,425,2.4658
0,2018,2.1867676,426,2.1868
0,2018,16.204317,427,16.2043
0,2018,93.499306,428,93.4993
0,2018,122.43492,429,122.4349
0,2018,135.20563,430,135.2056
0,2018,195.94734,431,195.9473
0,2018,170.43996,432,170.44
0,2018,111.128105,433,111.1281
0,2018,101.46169,434,101.4617
0,2018,109.56617,435,109.5662
0,2018,125.213135,436,125.2131
0,2018,200.26974,437,200.2697
0,2018,143.61964,438,143.6196
0,2018,151.39516,439,151.3952
0,2018,176.17714,440,176.1771
0,2018,203.64467,441,203.6447
0,2018,168.55635,442,168.5564
0,2018,161.95464,443,161.9546
0,2018,91.983955,444,91.984
0,2018,128.33456,445,128.3346
0,2018,220.88676,446,220.8868
0,2018,323.8331,447,323.8331
0,2018,124.484344,448,124.4843
0,2018,156.66853,449,156.6685
0,2018,107.18359,450,107.1836
0,2018,122.954666,451,122.9547
0,2018,131.38803,452,131.388
0,2018,58.543884,453,58.5439
0,2018,57.908978,454,57.909
0,2018,0.09456392,455,0.0946
0,2018,0.38097653,456,0.381
0,2018,0.22478364,457,0.2248
0,2018,3.021409,458,3.0214
0,2018,2.903381,459,2.9034
0,2018,5.662315,460,5.6623
0,2018,1.6899948,461,1.69
0,2018,2.1363428,462,2.1363
0,2018,14.521387,463,14.5214
0,2018,19.595108,464,19.5951
0,2018,39.628155,465,39.6282
0,2018,47.31764,466,47.3176
0,2018,1.0914578,467,1.0915
0,2018,25.763155,468,25.7632
0,2018,4.94428,469,4.9443
0,2018,0.13450913,470,0.1345
0,2018,0.2176182,471,0.2176
0,2018,10.978599,472,10.9786
0,2018,10.083575,473,10.0836
0,2018,27.785536,474,27.7855
0,2018,27.286211,475,27.2862
0,2018,2.194803,476,2.1948
0,2018,10.060737,477,10.0607
0,2018,34.42952,478,34.4295
0,2018,10.691769,479,10.6918
0,2018,1.9576836,480,1.9577
0,2018,1.2220529,481,1.2221
0,2018,9.034088,482,9.0341
0,2018,168.05383,483,168.0538
0,2018,271.34442,484,271.3444
0,2018,283.88354,485,283.8835
0,2018,134.04424,486,134.0442
0,2018,338.75873,487,338.7587
0,2018,357.61096,488,357.611
0,2018,129.52634,489,129.5263
0,2018,141.85098,490,141.851
0,2018,182.81815,491,182.8182
0,2018,189.41644,492,189.4164
0,2018,222.87512,493,222.8751
0,2018,235.09686,494,235.0969
0,2018,233.07979,495,233.0798
0,2018,160.45905,496,160.4591
0,2018,126.86785,497,126.8679
0,2018,63.622803,498,63.6228
0,2018,162.66257,499,162.6626
0,2018,272.6107,500,272.6107
0,2018,263.93863,501,263.9386
0,2018,194.59529,502,194.5953
0,2018,154.73341,503,154.7334
0,2018,105.420235,504,105.4202
0,2018,61.646236,505,61.6462
0,2018,61.00864,506,61.0086
0,2018,113.981094,507,113.9811
0,2018,126.45671,508,126.4567
0,2018,81.35897,509,81.359
0,2018,21.936474,510,21.9365
0,2018,13.058965,511,13.059
0,2018,1.7629535,512,1.763
0,2018,0.08209896,513,0.0821
0,2018,1.5630366,514,1.563
0,2018,1.0126641,515,1.0127
0,2018,1.2881728,516,1.2882
0,2018,0.039681632,517,0.0397
0,2018,3.0807996,518,3.0808
0,2018,13.3424,519,13.3424
0,2018,8.566429,520,8.5664
0,2018,2.4229789,521,2.423
0,2018,0.44005725,522,0.4401
0,2018,0.000142447,523,0.0001
0,2018,0.06294302,524,0.0629
0,2018,1.3731256,525,1.3731
0,2018,20.262299,526,20.2623
0,2018,22.971138,527,22.9711
0,2018,1.6606219,528,1.6606
0,2018,45.940193,529,45.9402
0,2018,24.5138,530,24.5138
0,2018,19.485735,531,19.4857
0,2018,29.621925,532,29.6219
0,2018,100.311676,533,100.3117
0,2018,35.746773,534,35.7468
0,2018,37.21393,535,37.2139
0,2018,84.66912,536,84.6691
0,2018,46.74654,537,46.7465
0,2018,8.964113,538,8.9641
0,2018,1.4352953,539,1.4353
0,2018,12.853152,540,12.8532
0,2018,13.72891,541,13.7289
0,2018,0.08278741,542,0.0828
0,2018,24.203718,543,24.2037
0,2018,257.20523,544,257.2052
0,2018,267.5035,545,267.5035
0,2018,555.51917,546,555.5192
0,2018,441.15973,547,441.1597
0,2018,240.59215,548,240.5922
0,2018,185.41104,549,185.411
0,2018,187.86429,550,187.8643
0,2018,196.31174,551,196.3117
0,2018,197.82312,552,197.8231
0,2018,216.2302,553,216.2302
0,2018,216.12086,554,216.1209
0,2018,269.79907,555,269.7991
0,2018,196.70699,556,196.707
0,2018,165.36223,557,165.3622
0,2018,164.9574,558,164.9574
0,2018,278.24344,559,278.2434
0,2018,273.6373,560,273.6373
0,2018,233.7596,561,233.7596
0,2018,225.75478,562,225.7548
0,2018,99.5516,563,99.5516
0,2018,144.47327,564,144.4733
0,2018,104.295654,565,104.2957
0,2018,83.83025,566,83.8303
0,2018,118.48939,567,118.4894
0,2018,148.56494,568,148.5649
0,2018,82.611145,569,82.6111
0,2018,25.924685,570,25.9247
0,2018,16.469551,571,16.4696
0,2018,5.145594,572,5.1456
0,2018,1.5353653,573,1.5354
0,2018,2.5960112,574,2.596
0,2018,4.5560846,575,4.5561
0,2018,1.5091244,576,1.5091
0,2018,1.3855786,577,1.3856
0,2018,20.71272,578,20.7127
0,2018,11.003178,579,11.0032
0,2018,1.8361309,580,1.8361
0,2018,1.1752061,581,1.1752
0,2018,7.6454344,582,7.6454
0,2018,12.066688,583,12.0667
0,2018,0.23014551,584,0.2301
0,2018,2.1214225,585,2.1214
0,2018,5.1208673,586,5.1209
0,2018,30.301945,587,30.3019
0,2018,8.465412,588,8.4654
0,2018,94.217064,589,94.2171
0,2018,85.1912,590,85.1912
0,2018,52.66488,591,52.6649
0,2018,37.503754,592,37.5038
0,2018,99.27074,593,99.2707
0,2018,37.59021,594,37.5902
0,2018,25.366056,595,25.3661
0,2018,138.19739,596,138.1974
0,2018,146.61577,597,146.6158
0,2018,43.72919,598,43.7292
0,2018,8.67614,599,8.6761
0,2018,53.417152,600,53.4172
0,2018,5.336094,601,5.3361
0,2018,0.001291617,602,0.0013
0,2018,0.44215855,603,0.4422
0,2018,113.28208,604,113.2821
0,2018,302.4813,605,302.4813
0,2018,483.75,606,483.75
0,2018,364.5056,607,364.5056
0,2018,204.035,608,204.035
0,2018,181.78883,609,181.7888
0,2018,132.4743,610,132.4743
0,2018,202.42685,611,202.4269
0,2018,186.32837,612,186.3284
0,2018,99.46972,613,99.4697
0,2018,141.29417,614,141.2942
0,2018,217.24518,615,217.2452
0,2018,213.97093,616,213.9709
0,2018,177.29626,617,177.2963
0,2018,249.19066,618,249.1907
0,2018,171.89217,619,171.8922
0,2018,183.31096,620,183.311
0,2018,127.29256,621,127.2926
0,2018,202.84085,622,202.8409
0,2018,132.63596,623,132.636
0,2018,136.55551,624,136.5555
0,2018,121.34904,625,121.349
0,2018,45.71752,626,45.7175
0,2018,88.65702,627,88.657
0,2018,96.07414,628,96.0741
0,2018,78.82471,629,78.8247
0,2018,65.46158,630,65.4616
0,2018,35.486053,631,35.4861
0,2018,9.830551,632,9.8306
0,2018,23.829958,633,23.83
0,2018,25.509312,634,25.5093
0,2018,5.1520624,635,5.1521
0,2018,10.70069,636,10.7007
0,2018,62.50806,637,62.5081
0,2018,5.4907393,638,5.4907
0,2018,34.056183,639,34.0562
0,2018,23.891657,640,23.8917
0,2018,12.317418,641,12.3174
0,2018,46.87663,642,46.8766
0,2018,9.900364,643,9.9004
0,2018,46.49485,644,46.4949
0,2018,20.442081,645,20.4421
0,2018,8.59294,646,8.5929
0,2018,44.646523,647,44.6465
0,2018,10.832825,648,10.8328
0,2018,17.562677,649,17.5627
0,2018,35.287086,650,35.2871
0,2018,44.48357,651,44.4836
0,2018,34.905956,652,34.906
0,2018,49.737526,653,49.7375
0,2018,14.537689,654,14.5377
0,2018,8.949523,655,8.9495
0,2018,6.1661806,656,6.1662
0,2018,0.2692529,657,0.2693
0,2018,37.00073,658,37.0007
0,2018,68.82441,659,68.8244
0,2018,16.020168,660,16.0202
0,2018,0.5620092,661,0.562
0,2018,0.3535039,662,0.3535
0,2018,0.9362158,663,0.9362
0,2018,9.721876,664,9.7219
0,2018,16.143877,665,16.1439
0,2018,16.825928,666,16.8259
0,2018,2.9353437,667,2.9353
0,2018,9.284626,668,9.2846
0,2018,0.27968815,669,0.2797
0,2018,16.247995,670,16.248
0,2018,124.715866,671,124.7159
0,2018,301.25778,672,301.2578
0,2018,426.61047,673,426.6105
0,2018,231.4842,674,231.4842
0,2018,212.9662,675,212.9662
0,2018,176.53326,676,176.5333
0,2018,106.18662,677,106.1866
0,2018,85.85092,678,85.8509
0,2018,112.17953,679,112.1795
0,2018,109.48523,680,109.4852
0,2018,119.781624,681,119.7816
0,2018,82.46926,682,82.4693
0,2018,96.13363,683,96.1336
0,2018,187.87749,684,187.8775
0,2018,149.52487,685,149.5249
0,2018,159.13509,686,159.1351
0,2018,113.59779,687,113.5978
0,2018,134.94353,688,134.9435
0,2018,117.08047,689,117.0805
0,2018,190.47168,690,190.4717
0,2018,197.44818,691,197.4482
0,2018,50.39947,692,50.3995
0,2018,54.65314,693,54.6531
0,2018,45.172585,694,45.1726
0,2018,92.96931,695,92.9693
0,2018,103.22574,696,103.2257
0,2018,97.343666,697,97.3437
0,2018,38.216484,698,38.2165
0,2018,63.603683,699,63.6037
0,2018,48.192314,700,48.1923
0,2018,13.161894,701,13.1619
0,2018,0.9699104,702,0.9699
0,2018,0.7494301,703,0.7494
0,2018,1.4026479,704,1.4026
0,2018,37.189075,705,37.1891
0,2018,37.75012,706,37.7501
0,2018,35.761524,707,35.7615
0,2018,26.079796,708,26.0798
0,2018,22.596529,709,22.5965
0,2018,20.405525,710,20.4055
0,2018,12.447012,711,12.447
0,2018,71.021996,712,71.022
0,2018,12.925845,713,12.9258
0,2018,1.4412038,714,1.4412
0,2018,6.407292,715,6.4073
0,2018,12.692789,716,12.6928
0,2018,7.7123876,717,7.7124
0,2018,5.0202847,718,5.0203
0,2018,12.523018,719,12.523
0,2018,26.12966,720,26.1297
0,2018,13.448399,721,13.4484
0,2018,4.4476943,722,4.4477
0,2018,0.009535983,723,0.0095
0,2018,0.01884954,724,0.0188
0,2018,0.22516073,725,0.2252
0,2018,2.9278464,726,2.9278
0,2018,71.55828,727,71.5583
0,2018,84.83482,728,84.8348
0,2018,51.21139,729,51.2114
0,2018,174.64465,730,174.6447
0,2018,142.15709,731,142.1571
0,2018,196.44417,732,196.4442
0,2018,206.1688,733,206.1688
0,2018,192.50465,734,192.5047
0,2018,266.3206,735,266.3206
0,2018,150.1218,736,150.1218
0,2018,169.1781,737,169.1781
0,2018,125.474495,738,125.4745
0,2018,34.956936,739,34.9569
0,2018,31.649818,740,31.6498
0,2018,219.72372,741,219.7237
0,2018,290.90155,742,290.9016
0,2018,242.64554,743,242.6455
0,2018,226.38135,744,226.3814
0,2018,183.2539,745,183.2539
0,2018,100.47464,746,100.4746
0,2018,120.06356,747,120.0636
0,2018,144.266,748,144.266
0,2018,122.7592,749,122.7592
0,2018,60.080223,750,60.0802
0,2018,43.07208,751,43.0721
0,2018,93.268135,752,93.2681
0,2018,149.10959,753,149.1096
0,2018,97.21195,754,97.212
0,2018,213.17351,755,213.1735
0,2018,103.96396,756,103.964
0,2018,197.45422,757,197.4542
0,2018,139.51712,758,139.5171
0,2018,106.15854,759,106.1585
0,2018,125.300705,760,125.3007
0,2018,66.33164,761,66.3316
0,2018,52.31555,762,52.3156
0,2018,94.14356,763,94.1436
0,2018,107.16732,764,107.1673
0,2018,56.44584,765,56.4458
0,2018,59.361343,766,59.3613
0,2018,49.132557,767,49.1326
0,2018,207.14284,768,207.1428
0,2018,42.1916,769,42.1916
0,2018,13.367859,770,13.3679
0,2018,29.926905,771,29.9269
0,2018,13.150727,772,13.1507
0,2018,0.005813639,773,0.0058
0,2018,5.007049,774,5.007
0,2018,61.913815,775,61.9138
0,2018,31.967825,776,31.9678
0,2018,10.000065,777,10.0001
0,2018,7.2042327,778,7.2042
0,2018,1.8197457,779,1.8197
0,2018,10.163426,780,10.1634
0,2018,23.856373,781,23.8564
0,2018,8.123622,782,8.1236
0,2018,3.3601687,783,3.3602
0,2018,13.611234,784,13.6112
0,2018,2.0634973,785,2.0635
0,2018,2.6887927,786,2.6888
0,2018,4.2446384,787,4.2446
0,2018,15.678909,788,15.6789
0,2018,13.704027,789,13.704
0,2018,2.9109766,790,2.911
0,2018,0.6664661,791,0.6665
0,2018,157.79999,792,157.8
0,2018,719.0262,793,719.0262
0,2018,327.82605,794,327.8261
0,2018,190.2918,795,190.2918
0,2018,495.02524,796,495.0252
0,2018,358.39905,797,358.3991
0,2018,276.35028,798,276.3503
0,2018,272.18066,799,272.1807
0,2018,306.74344,800,306.7434
0,2018,266.13904,801,266.139
0,2018,163.02963,802,163.0296
0,2018,353.65503,803,353.655
0,2018,367.58398,804,367.584
0,2018,86.8293,805,86.8293
0,2018,81.21603,806,81.216
0,2018,174.69395,807,174.694
0,2018,125.728485,808,125.7285
0,2018,205.9174,809,205.9174
0,2018,257.76712,810,257.7671
0,2018,200.5095,811,200.5095
0,2018,233.51974,812,233.5197
0,2018,129.66156,813,129.6616
0,2018,138.05475,814,138.0548
0,2018,111.475716,815,111.4757
0,2018,19.555645,816,19.5556
0,2018,0.9842503,817,0.9843
